Afghanistan,upload.wikimedia.org/wikipedia/commons/d/d8/Arms_of_the_Islamic_Emirate_of_Afghanistan.svg
Afghanistan,upload.wikimedia.org/wikipedia/commons/5/5d/Emblem_of_Afghanistan_%282004%E2%80%932021%29.svg
Albania,upload.wikimedia.org/wikipedia/commons/6/6e/Coat_of_arms_of_Albania.svg
Algeria,upload.wikimedia.org/wikipedia/commons/d/df/Emblem_of_Algeria.svg
Andorra,upload.wikimedia.org/wikipedia/commons/4/4e/Coat_of_arms_of_Andorra.svg
Angola,upload.wikimedia.org/wikipedia/commons/f/ff/Emblem_of_Angola.svg
Antigua and Barbuda,upload.wikimedia.org/wikipedia/commons/3/30/Coat_of_arms_of_Antigua_and_Barbuda.svg
Argentina,upload.wikimedia.org/wikipedia/commons/f/ff/Coat_of_arms_of_Argentina.svg
Armenia,upload.wikimedia.org/wikipedia/commons/0/0f/Coat_of_arms_of_Armenia.svg
Australia,upload.wikimedia.org/wikipedia/commons/f/f8/Coat_of_Arms_of_Australia.svg
Austria,upload.wikimedia.org/wikipedia/commons/a/a0/Austria_Bundesadler.svg
Azerbaijan,upload.wikimedia.org/wikipedia/commons/6/6b/Emblem_of_Azerbaijan.svg
Bahamas,upload.wikimedia.org/wikipedia/commons/8/8a/Coat_of_arms_of_the_Bahamas.svg
Bahrain,upload.wikimedia.org/wikipedia/commons/6/6d/Emblem_of_Bahrain.svg
Bangladesh,upload.wikimedia.org/wikipedia/commons/8/81/National_emblem_of_Bangladesh.svg
Bangladesh,upload.wikimedia.org/wikipedia/commons/8/84/Government_Seal_of_Bangladesh.svg
Barbados,upload.wikimedia.org/wikipedia/commons/1/1b/Coat_of_arms_of_Barbados_%283%29.svg
Belarus,upload.wikimedia.org/wikipedia/commons/4/48/Coat_of_arms_of_Belarus_%282020%E2%80%93present%29.svg
Belgium,upload.wikimedia.org/wikipedia/commons/f/f1/Great_coat_of_arms_of_Belgium.svg
Belize,upload.wikimedia.org/wikipedia/commons/d/dd/Coat_of_arms_of_Belize.svg
Benin,upload.wikimedia.org/wikipedia/commons/1/13/Coat_of_arms_of_Benin.svg
Bhutan,upload.wikimedia.org/wikipedia/commons/e/eb/Emblem_of_Bhutan.svg
Bolivia,upload.wikimedia.org/wikipedia/commons/0/06/Coat_of_arms_of_Bolivia.svg
Bosnia and Herzegovina,upload.wikimedia.org/wikipedia/commons/d/d4/Coat_of_arms_of_Bosnia_and_Herzegovina.svg
Botswana,upload.wikimedia.org/wikipedia/commons/d/de/Coat_of_arms_of_Botswana.svg
Brazil,upload.wikimedia.org/wikipedia/commons/b/bf/Coat_of_arms_of_Brazil.svg
Brazil,upload.wikimedia.org/wikipedia/commons/c/c2/National_Seal_of_Brazil_%28color%29.svg
Brunei,upload.wikimedia.org/wikipedia/commons/0/09/Emblem_of_Brunei.svg
Bulgaria,upload.wikimedia.org/wikipedia/commons/2/24/Coat_of_arms_of_Bulgaria.svg
Burkina Faso,upload.wikimedia.org/wikipedia/commons/9/96/Coat_of_arms_of_Burkina_Faso.svg
Burundi,upload.wikimedia.org/wikipedia/commons/f/fd/Coat_of_arms_of_Burundi.svg
Cambodia,upload.wikimedia.org/wikipedia/commons/1/1e/Royal_arms_of_Cambodia.svg
Cameroon,upload.wikimedia.org/wikipedia/commons/b/b5/Coat_of_arms_of_Cameroon.svg
Cape Verde,upload.wikimedia.org/wikipedia/commons/c/ce/Coat_of_arms_of_Cape_Verde.svg
Central African Republic,upload.wikimedia.org/wikipedia/commons/0/0a/Coat_of_arms_of_the_Central_African_Republic.svg
Chad,upload.wikimedia.org/wikipedia/commons/c/c1/Coat_of_arms_of_Chad.svg
Chile,upload.wikimedia.org/wikipedia/commons/5/5b/Coat_of_arms_of_Chile.svg
China,upload.wikimedia.org/wikipedia/commons/a/ab/National_Emblem_of_the_People%27s_Republic_of_China_%282%29.svg
Colombia,upload.wikimedia.org/wikipedia/commons/e/ef/Coat_of_arms_of_Colombia.svg
Comoros,upload.wikimedia.org/wikipedia/commons/8/8c/Seal_of_the_Comoros.svg
Democratic Republic of the Congo,upload.wikimedia.org/wikipedia/commons/6/66/Coat_of_arms_of_the_Democratic_Republic_of_the_Congo_%28grey_spear%29.svg
Republic of the Congo,upload.wikimedia.org/wikipedia/commons/d/d8/Coat_of_arms_of_the_Republic_of_the_Congo.svg
Costa Rica,upload.wikimedia.org/wikipedia/commons/8/84/Coat_of_arms_of_Costa_Rica.svg
Croatia,upload.wikimedia.org/wikipedia/commons/c/c9/Coat_of_arms_of_Croatia.svg
Cuba,upload.wikimedia.org/wikipedia/commons/5/58/Coat_of_arms_of_Cuba.svg
Cyprus,upload.wikimedia.org/wikipedia/commons/d/da/Coat_of_arms_of_Cyprus_%282006%29.svg
Czechia,upload.wikimedia.org/wikipedia/commons/e/ed/Coat_of_arms_of_the_Czech_Republic.svg
Denmark,upload.wikimedia.org/wikipedia/commons/b/b7/Royal_coat_of_arms_of_Denmark.svg
Denmark,upload.wikimedia.org/wikipedia/commons/c/c6/National_Coat_of_arms_of_Denmark.svg
Djibouti,upload.wikimedia.org/wikipedia/commons/8/8d/Emblem_of_Djibouti.svg
Dominica,upload.wikimedia.org/wikipedia/commons/4/40/Coat_of_arms_of_Dominica.svg
Dominican Republic,upload.wikimedia.org/wikipedia/commons/2/26/Coat_of_arms_of_the_Dominican_Republic.svg
East Timor,upload.wikimedia.org/wikipedia/commons/b/bd/Coat_of_arms_of_East_Timor.svg
Ecuador,upload.wikimedia.org/wikipedia/commons/e/e7/Coat_of_arms_of_Ecuador.svg
Egypt,upload.wikimedia.org/wikipedia/commons/a/a6/Coat_of_arms_of_Egypt_%28Official%29.svg
El Salvador,upload.wikimedia.org/wikipedia/commons/e/e6/Coat_of_arms_of_El_Salvador.svg
Equatorial Guinea,upload.wikimedia.org/wikipedia/commons/f/f8/Coat_of_arms_of_Equatorial_Guinea.svg
Eritrea,upload.wikimedia.org/wikipedia/commons/3/36/Emblem_of_Eritrea_%28or_argent_azur%29.svg
Estonia,upload.wikimedia.org/wikipedia/commons/2/2b/Coat_of_arms_of_Estonia.svg
Eswatini,upload.wikimedia.org/wikipedia/commons/a/a5/Coat_of_arms_of_Eswatini.svg
Ethiopia,upload.wikimedia.org/wikipedia/commons/3/3f/Emblem_of_Ethiopia.svg
Fiji,upload.wikimedia.org/wikipedia/commons/c/c7/Coat_of_arms_of_Fiji.svg
Finland,upload.wikimedia.org/wikipedia/commons/a/ae/Coat_of_arms_of_Finland.svg
France,upload.wikimedia.org/wikipedia/commons/b/b7/Armoiries_r%C3%A9publique_fran%C3%A7aise.svg
Gabon,upload.wikimedia.org/wikipedia/commons/7/77/Coat_of_arms_of_Gabon.svg
Gambia,upload.wikimedia.org/wikipedia/commons/d/d4/Coat_of_arms_of_The_Gambia.svg
Georgia,upload.wikimedia.org/wikipedia/commons/9/94/Greater_coat_of_arms_of_Georgia.svg
Germany,upload.wikimedia.org/wikipedia/commons/d/da/Coat_of_arms_of_Germany.svg
Ghana,upload.wikimedia.org/wikipedia/commons/5/59/Coat_of_arms_of_Ghana.svg
Greece,upload.wikimedia.org/wikipedia/commons/7/7c/Coat_of_arms_of_Greece.svg
Grenada,upload.wikimedia.org/wikipedia/commons/0/03/Coat_of_arms_of_Grenada.svg
Guatemala,upload.wikimedia.org/wikipedia/commons/7/7e/Coat_of_arms_of_Guatemala_with_background.svg
Guinea,upload.wikimedia.org/wikipedia/commons/5/58/Coat_of_Arms_of_Guinea.svg
Guinea-Bissau,upload.wikimedia.org/wikipedia/commons/1/19/Coat_of_arms_of_Guinea-Bissau_%28variant%29.svg
Guyana,upload.wikimedia.org/wikipedia/commons/2/23/Coat_of_arms_of_Guyana.svg
Haiti,upload.wikimedia.org/wikipedia/commons/7/75/Coat_of_arms_of_Haiti.svg
Honduras,upload.wikimedia.org/wikipedia/commons/8/81/Coat_of_arms_of_Honduras.svg
Hungary,upload.wikimedia.org/wikipedia/commons/3/34/Coat_of_arms_of_Hungary.svg
Iceland,upload.wikimedia.org/wikipedia/commons/9/90/Coat_of_arms_of_Iceland.svg
India,upload.wikimedia.org/wikipedia/commons/5/55/Emblem_of_India.svg
Indonesia,upload.wikimedia.org/wikipedia/commons/9/90/National_emblem_of_Indonesia_Garuda_Pancasila.svg
Iran,upload.wikimedia.org/wikipedia/commons/7/7b/Emblem_of_Iran_%28red%29.svg
Iraq,upload.wikimedia.org/wikipedia/commons/b/bf/Coat_of_arms_of_Iraq.svg
Ireland,upload.wikimedia.org/wikipedia/commons/f/fe/Coat_of_arms_of_Ireland.svg
Israel,upload.wikimedia.org/wikipedia/commons/8/8f/Emblem_of_Israel.svg
Italy,upload.wikimedia.org/wikipedia/commons/0/00/Emblem_of_Italy.svg
Ivory Coast,upload.wikimedia.org/wikipedia/commons/9/9d/Coat_of_Arms_of_the_Ivory_Coast.svg
Jamaica,upload.wikimedia.org/wikipedia/commons/5/52/Coat_of_arms_of_Jamaica.svg
Japan,upload.wikimedia.org/wikipedia/commons/3/37/Imperial_Seal_of_Japan.svg
Jordan,upload.wikimedia.org/wikipedia/commons/c/c4/Coat_of_arms_of_Jordan.svg
Kazakhstan,upload.wikimedia.org/wikipedia/commons/b/b3/Emblem_of_Kazakhstan_3d.svg
Kenya,upload.wikimedia.org/wikipedia/commons/f/f6/Coat_of_arms_of_Kenya_%28Official%29.svg
Kiribati,upload.wikimedia.org/wikipedia/commons/6/66/Coat_of_arms_of_Kiribati.svg
North Korea,upload.wikimedia.org/wikipedia/commons/3/3c/Emblem_of_North_Korea.svg
South Korea,upload.wikimedia.org/wikipedia/commons/9/96/Emblem_of_South_Korea.svg
Kuwait,upload.wikimedia.org/wikipedia/commons/1/1c/Emblem_of_Kuwait.svg
Kyrgyzstan,upload.wikimedia.org/wikipedia/commons/f/f1/Emblem_of_Kyrgyzstan.svg
Laos,upload.wikimedia.org/wikipedia/commons/0/04/Emblem_of_Laos.svg
Latvia,upload.wikimedia.org/wikipedia/commons/4/45/Coat_of_arms_of_Latvia.svg
Lebanon,upload.wikimedia.org/wikipedia/commons/9/98/Coat_of_arms_of_Lebanon.svg
Lesotho,upload.wikimedia.org/wikipedia/commons/4/42/Coat_of_arms_of_Lesotho.svg
Liberia,upload.wikimedia.org/wikipedia/commons/6/64/Coat_of_arms_of_Liberia.svg
Libya [d],upload.wikimedia.org/wikipedia/commons/0/08/Seal_of_the_Government_of_National_Unity_%28Libya%29.svg
Liechtenstein,upload.wikimedia.org/wikipedia/commons/1/18/Staatswappen-Liechtensteins.svg
Lithuania,upload.wikimedia.org/wikipedia/commons/d/dd/Coat_of_arms_of_Lithuania.svg
Luxembourg,upload.wikimedia.org/wikipedia/commons/6/6b/Greater_coat_of_arms_of_the_grand-duchy_of_Luxembourg.svg
Madagascar,upload.wikimedia.org/wikipedia/commons/9/9b/Seal_of_Madagascar.svg
Malawi,upload.wikimedia.org/wikipedia/commons/a/ab/Coat_of_arms_of_Malawi.svg
Malaysia,upload.wikimedia.org/wikipedia/commons/2/26/Coat_of_arms_of_Malaysia.svg
Maldives,upload.wikimedia.org/wikipedia/commons/2/29/Emblem_of_Maldives.svg
Mali,upload.wikimedia.org/wikipedia/commons/3/3e/Coat_of_arms_of_Mali.svg
Malta,upload.wikimedia.org/wikipedia/commons/e/eb/Coat_of_arms_of_Malta.svg
Marshall Islands,upload.wikimedia.org/wikipedia/commons/8/86/Seal_of_the_Marshall_Islands.svg
Mauritania,upload.wikimedia.org/wikipedia/commons/9/96/National_Seal_of_Mauritania.svg
Mauritius,upload.wikimedia.org/wikipedia/commons/4/4c/Coat_of_arms_of_Mauritius.svg
Mexico,upload.wikimedia.org/wikipedia/commons/2/2a/Coat_of_arms_of_Mexico.svg
Micronesia,upload.wikimedia.org/wikipedia/commons/b/b5/Seal_of_the_Federated_States_of_Micronesia.svg
Moldova,upload.wikimedia.org/wikipedia/commons/a/a3/Coat_of_arms_of_Moldova.svg
Monaco,upload.wikimedia.org/wikipedia/commons/c/c8/Coat_of_arms_of_Monaco.svg
Mongolia,upload.wikimedia.org/wikipedia/commons/3/3e/State_emblem_of_Mongolia.svg
Montenegro,upload.wikimedia.org/wikipedia/commons/2/23/Coat_of_arms_of_Montenegro.svg
Morocco,upload.wikimedia.org/wikipedia/commons/d/d5/Coat_of_arms_of_Morocco.svg
Mozambique,upload.wikimedia.org/wikipedia/commons/1/14/Emblem_of_Mozambique.svg
Myanmar,upload.wikimedia.org/wikipedia/commons/8/89/State_seal_of_Myanmar.svg
Namibia,upload.wikimedia.org/wikipedia/commons/8/8e/Coat_of_arms_of_Namibia.svg
Nauru,upload.wikimedia.org/wikipedia/commons/d/df/Coat_of_arms_of_Nauru.svg
Nepal,upload.wikimedia.org/wikipedia/commons/3/37/Emblem_of_Nepal_%28alternative%29.svg
the Netherlands,upload.wikimedia.org/wikipedia/commons/e/ea/Royal_coat_of_arms_of_the_Netherlands.svg
New Zealand,upload.wikimedia.org/wikipedia/commons/d/d3/Coat_of_arms_of_New_Zealand.svg
Nicaragua,upload.wikimedia.org/wikipedia/commons/c/cc/Coat_of_arms_of_Nicaragua.svg
Niger,upload.wikimedia.org/wikipedia/commons/0/03/Coat_of_arms_of_Niger.svg
Nigeria,upload.wikimedia.org/wikipedia/commons/b/bc/Coat_of_arms_of_Nigeria.svg
North Macedonia,upload.wikimedia.org/wikipedia/commons/6/6a/Coat_of_arms_of_North_Macedonia.svg
Norway,upload.wikimedia.org/wikipedia/commons/7/79/Greater_royal_coat_of_arms_of_Norway.svg
Norway,upload.wikimedia.org/wikipedia/commons/9/95/Coat_of_arms_of_Norway.svg
Oman,upload.wikimedia.org/wikipedia/commons/7/7b/National_emblem_of_Oman.svg
Pakistan,upload.wikimedia.org/wikipedia/commons/e/ef/State_emblem_of_Pakistan.svg
Palau,upload.wikimedia.org/wikipedia/commons/1/1f/Seal_of_Palau.svg
Palestine,upload.wikimedia.org/wikipedia/commons/5/5d/Coat_of_arms_of_Palestine_%28alternative%29.svg
Panama,upload.wikimedia.org/wikipedia/commons/3/30/Coat_of_arms_of_Panama.svg
Papua New Guinea,upload.wikimedia.org/wikipedia/commons/b/b4/National_emblem_of_Papua_New_Guinea.svg
Paraguay,upload.wikimedia.org/wikipedia/commons/7/70/Coat_of_arms_of_Paraguay.svg
Paraguay,upload.wikimedia.org/wikipedia/commons/9/9c/Coat_of_arms_of_Paraguay_%28reverse%29.svg
Peru,upload.wikimedia.org/wikipedia/commons/c/cc/Escudo_nacional_del_Per%C3%BA.svg
Philippines,upload.wikimedia.org/wikipedia/commons/8/84/Coat_of_arms_of_the_Philippines.svg
Poland,upload.wikimedia.org/wikipedia/commons/c/c9/Herb_Polski.svg
Portugal,upload.wikimedia.org/wikipedia/commons/1/15/Coat_of_arms_of_Portugal.svg
Qatar,upload.wikimedia.org/wikipedia/commons/a/a9/Emblem_of_Qatar-2022.svg
Romania,upload.wikimedia.org/wikipedia/commons/7/70/Coat_of_arms_of_Romania.svg
Russia,upload.wikimedia.org/wikipedia/commons/f/f2/Coat_of_Arms_of_the_Russian_Federation.svg
Rwanda,upload.wikimedia.org/wikipedia/commons/1/17/Coat_of_arms_of_Rwanda.svg
Saint Kitts and Nevis,upload.wikimedia.org/wikipedia/commons/1/1e/Coat_of_Arms_of_Saint_Kitts_and_Nevis.svg
Saint Lucia,upload.wikimedia.org/wikipedia/commons/9/9b/Coat_of_arms_of_Saint_Lucia.svg
Saint Vincent and the Grenadines,upload.wikimedia.org/wikipedia/commons/5/5d/Coat_of_arms_of_Saint_Vincent_and_the_Grenadines.svg
Samoa,upload.wikimedia.org/wikipedia/commons/e/ea/Coat_of_arms_of_Samoa.svg
San Marino,upload.wikimedia.org/wikipedia/commons/4/4e/Coat_of_arms_of_San_Marino.svg
São Tomé and Príncipe,upload.wikimedia.org/wikipedia/commons/9/96/Coat_of_arms_of_S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe.svg
Saudi Arabia,upload.wikimedia.org/wikipedia/commons/9/99/Emblem_of_Saudi_Arabia.svg
Senegal,upload.wikimedia.org/wikipedia/commons/3/3d/Coat_of_arms_of_Senegal.svg
Serbia,upload.wikimedia.org/wikipedia/commons/9/96/Coat_of_arms_of_Serbia.svg
Seychelles,upload.wikimedia.org/wikipedia/commons/f/f9/Coat_of_arms_of_Seychelles.svg
Sierra Leone,upload.wikimedia.org/wikipedia/commons/3/3f/Coat_of_arms_of_Sierra_Leone.svg
Singapore,upload.wikimedia.org/wikipedia/commons/e/e6/Coat_of_arms_of_Singapore.svg
Slovakia,upload.wikimedia.org/wikipedia/commons/d/d2/Coat_of_arms_of_Slovakia.svg
Slovenia,upload.wikimedia.org/wikipedia/commons/8/8f/Coat_of_arms_of_Slovenia.svg
Solomon Islands,upload.wikimedia.org/wikipedia/commons/8/83/Coat_of_arms_of_the_Solomon_Islands.svg
Somalia,upload.wikimedia.org/wikipedia/commons/e/eb/Coat_of_arms_of_Somalia.svg
South Africa,upload.wikimedia.org/wikipedia/commons/f/f0/Coat_of_arms_of_South_Africa_%28heraldic%29.svg
South Sudan,upload.wikimedia.org/wikipedia/commons/2/28/Coat_of_arms_of_South_Sudan.svg
Spain,upload.wikimedia.org/wikipedia/commons/8/85/Escudo_de_Espa%C3%B1a_%28mazonado%29.svg
Sri Lanka,upload.wikimedia.org/wikipedia/commons/5/5f/Emblem_of_Sri_Lanka.svg
Sudan,upload.wikimedia.org/wikipedia/commons/b/b0/Emblem_of_Sudan.svg
Suriname,upload.wikimedia.org/wikipedia/commons/6/6f/Coat_of_arms_of_Suriname.svg
Sweden,upload.wikimedia.org/wikipedia/commons/e/e5/Great_coat_of_arms_of_Sweden.svg
Switzerland,upload.wikimedia.org/wikipedia/commons/9/95/Coat_of_arms_of_Switzerland.svg
Syria,upload.wikimedia.org/wikipedia/commons/8/82/Coat_of_arms_of_Syria.svg
Tajikistan,upload.wikimedia.org/wikipedia/commons/9/9f/Emblem_of_Tajikistan.svg
Tanzania,upload.wikimedia.org/wikipedia/commons/c/c2/Coat_of_arms_of_Tanzania.svg
Thailand,upload.wikimedia.org/wikipedia/commons/8/8f/Emblem_of_Thailand.svg
Togo,upload.wikimedia.org/wikipedia/commons/2/2d/Armoiries_du_Togo.svg
Tonga,upload.wikimedia.org/wikipedia/commons/4/43/Coat_of_arms_of_Tonga.svg
Trinidad and Tobago,upload.wikimedia.org/wikipedia/commons/a/a1/Coat_of_arms_of_Trinidad_and_Tobago.svg
Tunisia,upload.wikimedia.org/wikipedia/commons/8/80/Coat_of_arms_of_Tunisia.svg
Turkey,upload.wikimedia.org/wikipedia/commons/a/a4/Emblem_of_Turkey.svg
Turkmenistan,upload.wikimedia.org/wikipedia/commons/2/2f/Emblem_of_Turkmenistan.svg
Tuvalu,upload.wikimedia.org/wikipedia/commons/c/c9/Coat_of_arms_of_Tuvalu.svg
Uganda,upload.wikimedia.org/wikipedia/commons/7/7c/Coat_of_arms_of_Uganda.svg
Ukraine,upload.wikimedia.org/wikipedia/commons/9/95/Lesser_Coat_of_Arms_of_Ukraine.svg
United Arab Emirates,upload.wikimedia.org/wikipedia/commons/e/eb/Emblem_of_the_United_Arab_Emirates.svg
United Kingdom,upload.wikimedia.org/wikipedia/commons/e/eb/Royal_Coat_of_Arms_of_the_United_Kingdom_%28Tudor_crown%29.svg
Great the United States,upload.wikimedia.org/wikipedia/commons/5/5c/Great_Seal_of_the_United_States_%28obverse%29.svg
Uruguay,upload.wikimedia.org/wikipedia/commons/9/91/Coat_of_arms_of_Uruguay.svg
Uzbekistan,upload.wikimedia.org/wikipedia/commons/7/77/Emblem_of_Uzbekistan.svg
Vanuatu,upload.wikimedia.org/wikipedia/commons/d/dd/Coat_of_arms_of_Vanuatu.svg
Vatican City,upload.wikimedia.org/wikipedia/commons/6/62/Coat_of_arms_of_Vatican_City.svg
Venezuela,upload.wikimedia.org/wikipedia/commons/4/46/Coat_of_arms_of_Venezuela.svg
Vietnam,upload.wikimedia.org/wikipedia/commons/a/a3/Emblem_of_Vietnam.svg
Yemen,upload.wikimedia.org/wikipedia/commons/c/c3/Emblem_of_Yemen_%282%29.svg
Zambia,upload.wikimedia.org/wikipedia/commons/2/28/Coat_of_arms_of_Zambia.svg
Zimbabwe,upload.wikimedia.org/wikipedia/commons/0/01/Coat_of_arms_of_Zimbabwe.svg
Abkhazia,upload.wikimedia.org/wikipedia/commons/8/80/Coat_of_arms_of_Abkhazia.svg
Kosovo,upload.wikimedia.org/wikipedia/commons/d/d7/Emblem_of_the_Republic_of_Kosovo.svg
Northern Cyprus,upload.wikimedia.org/wikipedia/commons/3/37/Coat_of_arms_of_the_Turkish_Republic_of_Northern_Cyprus.svg
Western Sahara,upload.wikimedia.org/wikipedia/commons/4/40/Coat_of_arms_of_the_Sahrawi_Arab_Democratic_Republic.svg
South Ossetia,upload.wikimedia.org/wikipedia/commons/a/ad/Emblem_of_South_Ossetia.svg
Taiwan,upload.wikimedia.org/wikipedia/commons/8/8b/National_Emblem_of_the_Republic_of_China.svg
